,Info_By_EuropePMC_Api
downloaded,True
htmlmade,False
id,39030264
source,MED
pmid,39030264
pmcid,PMC11271574
fullTextIdList,{'fullTextId': 'PMC11271574'}
doi,10.1038/s41598-024-66975-1
title,Enhanced photocatalytic activity of green synthesized zinc oxide nanoparticles using low-cost plant extracts.
authorString,"Mousa SA, Wissa DA, Hassan HH, Ebnalwaled AA, Khairy SA."
authorList,"{'author': [{'fullName': 'Mousa SA', 'firstName': 'Sahar A', 'lastName': 'Mousa', 'initials': 'SA', 'authorAffiliationDetailsList': {'authorAffiliation': {'affiliation': 'Physics Department, Faculty of Science, Cairo University, Giza, Egypt. saharmobarak@gstd.sci.cu.edu.eg.'}}}, {'fullName': 'Wissa DA', 'firstName': 'D A', 'lastName': 'Wissa', 'initials': 'DA', 'authorAffiliationDetailsList': {'authorAffiliation': {'affiliation': 'Solid State Physics Department, Physics Research Institute, National Research Centre, Giza, Egypt.'}}}, {'fullName': 'Hassan HH', 'firstName': 'H H', 'lastName': 'Hassan', 'initials': 'HH', 'authorAffiliationDetailsList': {'authorAffiliation': {'affiliation': 'Physics Department, Faculty of Science, Cairo University, Giza, Egypt.'}}}, {'fullName': 'Ebnalwaled AA', 'firstName': 'A A', 'lastName': 'Ebnalwaled', 'initials': 'AA', 'authorAffiliationDetailsList': {'authorAffiliation': {'affiliation': 'Electronics & Nano Devices Lab, Physics Department, Faculty of Science, South Valley University, Qena, 83523, Egypt.'}}}, {'fullName': 'Khairy SA', 'firstName': 'S A', 'lastName': 'Khairy', 'initials': 'SA', 'authorAffiliationDetailsList': {'authorAffiliation': {'affiliation': 'Physics Department, Faculty of Science, Cairo University, Giza, Egypt.'}}}]}"
journalInfo,"{'issue': '1', 'volume': '14', 'journalIssueId': '3793029', 'dateOfPublication': '2024 Jul', 'monthOfPublication': '7', 'yearOfPublication': '2024', 'printPublicationDate': '2024-07-01', 'journal': {'title': 'Scientific reports', 'ISOAbbreviation': 'Sci Rep', 'medlineAbbreviation': 'Sci Rep', 'NLMid': '101563288', 'ISSN': '2045-2322', 'ESSN': '2045-2322'}}"
pubYear,2024
pageInfo,16713
abstractText,"Developing stable and highly efficient metal oxide photocatalysts remains a significant challenge in managing organic pollutants. In this study, zinc oxide nanoparticles (ZnO NPs) were successfully synthesized using various plant extracts, pomegranate (P.M), beetroot roots (B.S), and seder, along with a chemical process. The produced ZnO NPs were characterized using X-ray diffraction (XRD), Fourier-transform infrared spectroscopy (FT-IR), ultraviolet-visible spectroscopy (UV-Vis), Field Emission Scanning Electron Microscope (FESEM), High-Resolution Transmission Electron Microscopy (HRTEM), and Surface Area. For all prepared samples, the results indicated that the composition of the plant extract affects several characteristics of the produced particles, such as their photocatalytic properties, energy bandgap (E<sub>g</sub>), particle size, and the ratio of the two intensity (0 0 2) and (1 0 0) crystalline planes. The particle size of the produced NPs varies between 20 and 30 nm. To examine NPs' photocatalytic activity in the presence of UV light, Methyl Orange (MO) was utilized. The E<sub>g</sub> of  ZnO synthesized by the chemical method was 3.16 e. V, whereas it was 2.84, 2.63, and 2.59 for P.M, Seder, and B.S extracts, respectively. The most effective ZnO NPs, synthesized using Beetroots, exhibited a degradation efficiency of 87 ± 0.5% with a kinetic rate constant of 0.007 min<sup>-1</sup>. The ratio of the two intensity (0 0 2) and (1 0 0) crystalline planes was also examined to determine a specific orientation in (0 0 2) that is linked to the production of oxygen vacancies in ZnO, which enhances their photocatalytic efficiency. Furthermore, the increase in photocatalytic effectiveness can be attributed to the improved light absorption by the inter-band gap states and effective charge transfer."
affiliation,"Physics Department, Faculty of Science, Cairo University, Giza, Egypt. saharmobarak@gstd.sci.cu.edu.eg."
publicationStatus,epublish
language,eng
pubModel,Electronic
pubTypeList,"{'pubType': ['research-article', 'Journal Article']}"
grantsList,"{'grant': {'agency': 'Cairo University', 'orderIn': '0'}}"
keywordList,"{'keyword': ['Photodegradation', 'Plant extract', 'Oxygen Vacancies', 'Green Synthesis', 'Photocatalytic Properties', 'Zno Nps', 'Methyl Orange (Mo)']}"
subsetList,"{'subset': {'code': 'IM', 'name': 'Index Medicus'}}"
fullTextUrlList,"{'fullTextUrl': [{'availability': 'Open access', 'availabilityCode': 'OA', 'documentStyle': 'pdf', 'site': 'Unpaywall', 'url': 'https://www.nature.com/articles/s41598-024-66975-1.pdf'}, {'availability': 'Subscription required', 'availabilityCode': 'S', 'documentStyle': 'doi', 'site': 'DOI', 'url': 'https://doi.org/10.1038/s41598-024-66975-1'}, {'availability': 'Open access', 'availabilityCode': 'OA', 'documentStyle': 'html', 'site': 'Europe_PMC', 'url': 'https://europepmc.org/articles/PMC11271574'}, {'availability': 'Open access', 'availabilityCode': 'OA', 'documentStyle': 'pdf', 'site': 'Europe_PMC', 'url': 'https://europepmc.org/articles/PMC11271574?pdf=render'}]}"
isOpenAccess,Y
inEPMC,Y
inPMC,Y
hasPDF,Y
hasBook,N
hasSuppl,N
citedByCount,12
hasData,N
hasReferences,Y
hasTextMinedTerms,Y
hasDbCrossReferences,N
hasLabsLinks,N
license,cc by
hasEvaluations,N
authMan,N
epmcAuthMan,N
nihAuthMan,N
hasTMAccessionNumbers,N
dateOfCreation,2024-07-19
firstIndexDate,2024-07-21
fullTextReceivedDate,2024-07-31
dateOfRevision,2024-07-27
electronicPublicationDate,2024-07-19
firstPublicationDate,2024-07-19
